,n_points,MAE,RMS,STD,Coplanar,MAD
749,10.0,55.09832152111007,62.02591390539853,28.48489005343515,32.4513687797615,84.57864087028557
752,10.0,14.474695904058237,15.356419530236835,5.128625476058759,31.454532591582137,107.32453505488002
754,10.0,8.693686698356448,9.32469676311793,3.3719106327010135,32.71418562441124,116.53808020257213
755,10.0,8.494566155711212,9.3860132837723,3.9924417577963167,31.198313350471853,100.23525136118178
760,10.0,7.55414467612061,8.322036849593358,3.491589256803891,33.118763802053024,105.97894313535153
762,10.0,25.720467755851644,27.68671234095747,10.247515731684565,30.836504529817717,98.64952892244366
763,10.0,14.681562510264602,16.39670998569422,7.300946555903386,31.601923953762185,89.66542871652294
764,10.0,11.874166157731453,13.139643315721754,5.6262247131603695,33.043572850946134,94.92700115861253
767,10.0,32.783541058147186,35.37377671927022,13.286967866054367,33.37523634253212,105.21694430932544
769,10.0,10.609095277057008,11.450529206265088,4.308331058061402,36.765542024344754,105.47334804830318
770,10.0,125.3797556973316,133.735627439367,46.53101017470611,38.10509078459409,106.93978233977575
772,10.0,17.013729470242392,18.78488971655611,7.962731389201878,32.99890826145933,92.19921087586148
775,10.0,31.648864498773232,34.06080252340491,12.589187601933563,31.38821820595774,96.46025495748441
777,10.0,12.95816879605873,14.001735572973754,5.304192729184003,30.689385213804645,102.37965679385593
778,10.0,5.070267466329646,5.595577796396845,2.367040070511801,38.79852964480001,99.92838457410139
780,10.0,116.47708883198106,125.55784818734135,46.88135043556495,35.836467052728096,103.38056992428722
783,10.0,5.190450694302741,5.71931007387933,2.4020260846189365,34.387727010730835,94.41673480240813
785,10.0,19.430204132055433,21.7709595487598,9.820480999441509,36.15870771487885,114.4036422664843
790,10.0,10.147805801861873,10.952953805718963,4.121799907553987,31.357024775666172,99.8417167493739
791,10.0,19.27326672553532,21.298759457188122,9.065227197458068,31.060562841807297,110.92664093419292
792,10.0,41.21408983129702,44.79416457810287,17.547534859003555,31.204630159332673,107.01361874539339
793,10.0,14.919601774129308,16.229372670371227,6.387332790389909,34.05577347801339,108.68917475013424
795,10.0,95.242823549814,103.39472475395529,40.240199666566895,34.98309741961233,110.69130520663812
799,10.0,6.600143969185795,7.266961481290078,3.0408598712492614,41.08879338702095,101.77572972297186
804,10.0,7.035390166229855,7.440681795075413,2.4221954472096012,31.95996688599996,99.07191385079459
807,10.0,6.203149544204969,6.564041350603385,2.1465261667775724,30.716795140562215,100.19796845792845
809,10.0,6.37455709495799,6.899674176388792,2.640175294075586,31.553354036116467,117.07690197286486
810,10.0,25.956628305267156,28.356601333161425,11.417104982877932,31.923795434846948,105.33865673101732
811,10.0,20.46720219230031,22.023698739299512,8.132462147401638,36.01206843651699,108.49230143659656
818,10.0,6.923513249140804,7.480253555608696,2.8318117072235363,36.31866743779251,96.43315303092227
819,10.0,6.72171555025623,7.315475567464654,2.886992005464492,37.31244141757341,109.28051351066594
820,10.0,50.07969194013568,53.57608860299313,19.037377056119862,33.80035038027998,88.93183905694582
821,10.0,55.17994129175039,59.24497180614083,21.567122277888696,32.33955808697527,99.55069755993924
822,10.0,23.634260680137565,25.532910918413375,9.661845686561982,41.9580557013146,107.35890669288821
831,10.0,10.98648875731587,11.731029769924266,4.112678476154121,30.021941786903465,109.47636013156057
832,10.0,6.46851542010653,7.105483436543899,2.940442675320121,33.23577493409998,91.49273931733123
834,10.0,20.09296820784092,22.034210564681207,9.043177749408839,34.356392478294204,101.65802885168566
837,10.0,22.274583132858673,24.66952571385475,10.6032280558285,33.144449102396045,99.45061761733878
838,10.0,7.186509484312067,7.639028365346715,2.5901420421406303,38.33593620094818,96.43110968904634
853,10.0,7.967525408475947,8.531041625247552,3.0491326761878708,34.986848501112185,108.54744744446778
857,10.0,9.79166999991843,10.53953249481799,3.899351718173392,31.99632133741941,90.31771075569966
865,10.0,6.401198553044982,6.896063605085866,2.5652193531713214,36.05569869284829,96.82014473759331
866,10.0,28.954577858413735,31.96837507550109,13.550255569876759,34.233496097654935,107.59328879031511
867,10.0,11.426830616779396,12.129878675352373,4.06958213262753,43.629414834136625,102.39623618838536
868,10.0,22.872018416720564,25.24521072173591,10.686039393996495,32.44988520835424,107.86267220183109
869,10.0,12.018753850602806,13.043756554675422,5.068445613426102,32.15473987611279,103.27916659231175
875,10.0,13.728547055385993,15.226758995636937,6.586439497882217,30.275519143188795,86.57489314248365
876,10.0,21.544813151809517,23.14759815899849,8.463588292449362,38.08107312236193,106.55636860075917
878,10.0,6.2288344652183065,6.8106096985828675,2.754274073388411,30.320652364079546,103.78935989815855
883,10.0,7.986343996747655,8.593818095173326,3.173644437951608,36.55811576229528,87.44390652015504
885,10.0,18.18909399811779,19.946496743241198,8.18654944746363,33.195343250110355,91.14720736829958
890,10.0,14.001862969540475,15.234550272245878,6.003278719149907,31.964245606789586,96.65012239199334
891,10.0,6.912132180191003,7.403624371912203,2.652561509925891,33.036213223678104,107.99062677891634
892,10.0,27.250487179672024,30.36851321236607,13.403639177483981,35.58736171583989,86.30881568059068
894,10.0,12.61815509836763,13.998520591845853,6.061414082033279,35.93514465134922,123.16157771163303
897,10.0,7.4450757871307225,8.023045047734886,2.989999726064058,32.517966159749555,108.64872130030744
901,11.0,6.471931886799695,6.928519019376027,2.473554821401919,34.85662592144973,116.91799340226552
903,11.0,17.082732487718214,18.667947529376015,7.528115017226604,31.233087417548845,117.0466322325275
907,11.0,6.440800791353289,6.924207985775688,2.541798850495972,30.74916388625709,96.62596149544835
908,11.0,33.41285814149752,36.36340655905284,14.348458014543914,32.68045361332994,98.9613381990829
911,11.0,5.78564700311857,6.359564227188823,2.6401412680091356,39.92509678925227,99.85165322866334
921,11.0,48.14738370627376,52.26804370337192,20.341529805263953,31.756236222500466,91.09645984062027
923,11.0,37.33273850747895,40.483717289413924,15.658799478293034,33.89934190040737,109.89450595087324
925,11.0,13.338428304640011,14.898196478964943,6.636459047400323,35.3220113721911,110.99617416115804
928,11.0,19.94599550509276,21.757525992408045,8.691789264652652,36.920030161126746,103.10213040609219
932,11.0,5.219216811638727,5.72030820053667,2.3413034365999557,32.73824250449773,106.7606097035345
933,11.0,13.31070755021597,14.531832050909257,5.830883918280069,34.676977696940895,96.07835219082018
941,11.0,10.791953753518538,11.65123490995885,4.391470039629208,30.47616681909454,98.75413266776759
942,11.0,15.026966733974689,16.787391944014498,7.483769040929909,36.113699140390395,117.50249597270182
948,11.0,15.146490005588875,16.819016821184555,7.311851156983797,35.591788955392886,91.7632501503377
949,11.0,12.525607809130161,13.30782834467971,4.495269097987152,31.584104347897735,99.60243591747026
951,11.0,25.656965912304663,27.24511172841804,9.166035853563884,33.205217097343954,97.77694524349417
954,11.0,21.472108396115193,23.286661273613657,9.01205605272722,32.01964042078979,87.0410861029452
956,11.0,6.577619381794313,7.161079792062935,2.8312518532507753,36.585570741972354,103.76974781031839
960,11.0,28.694229451301858,31.351626652940027,12.631931363864371,33.196017891551456,99.1174948852768
962,11.0,11.20773271790145,12.094019298941475,4.544450475827657,35.51779655863299,90.96074835491959
963,11.0,9.165021192482934,9.880354009813697,3.6910407611648357,32.69055393429192,83.91777843510816
969,11.0,8.21329031690014,8.853711788203073,3.3060663331035065,32.01410753312139,92.77568490237107
970,11.0,12.87502520913988,14.249143831445652,6.1050655846795205,34.0125996189519,94.82328700005111
971,11.0,41.57127978179538,45.57660351213312,18.68302665538631,37.263260987303745,86.98585763444343
977,11.0,15.94271210288614,17.476722293809157,7.16001068011869,32.80015565751935,115.41592087312983
980,11.0,8.150295345899751,9.072695604899359,3.9857861600649134,32.39158222833359,95.64233408814194
981,11.0,8.17605088915679,8.842597541877858,3.3680444096749675,30.03120123352902,92.38830367600487
982,11.0,12.005625615844952,13.04511729928246,5.1029441427675835,30.495202639721796,109.83840889923336
983,11.0,9.720810962487208,10.84958203421571,4.81863720866853,35.214437058507954,85.88344270830027
986,11.0,9.799947362347604,10.556976092566838,3.9256561125809255,34.540677083134455,106.51982229884692
